,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,minable
2022,BENDBendDAO,BEND,28504678.0,0.0,31920019961.0,27911611.0,-0.3,-7.59,-3.97,0
2023,KMONKryptomon,KMON,28467872.0,0.0,15844337508.0,25166612.0,2.14,0.61,-34.1,0
2024,SHNDStrongHands,SHND,28005921.0,0.0,1599871104263.0,2477760.0,-0.09,-0.16,-0.53,1
2025,OCTOOctoFi,OCTO,27991733.0,35.0,66597157.0,,0.1,-0.7,0.07,0
2026,ATOLORIZON,ATOLO,27500821.0,0.0,192072939276.0,1286286.0,0.06,-7.41,-16.12,0
2027,AWCAtomic Wallet Coin,AWC,27497065.0,3.0,884981380.0,44067.0,0.0,4.32,-4.35,0
2028,CLOCallisto Network,CLO,27478037.0,0.0,259124373025.0,5675.0,-24.6,-25.04,-30.86,1
2029,AG8AtromG8,AG8,27167232.0,1.0,3505320000.0,285850.0,,-0.02,-0.11,0
2030,VITTeam Vitality Fan Token,VIT,27115737.0,7.0,319135600.0,83.0,2.18,-5.39,1.7,0
2031,VXLVoxel X Network,VXL,26888308.0,0.0,18392960536.0,,0.0,-0.14,0.15,0
2032,SKYASekuya Multiverse,SKYA,26544370.0,1.0,2015321890.0,1378926.0,0.03,-0.69,-12.9,0
2033,XRPHarryPotterObamaPacMan8Inu,XRP,26455735.0,0.0,6810128685.0,416632.0,0.11,-3.94,-10.99,0
2034,GFIGravity Finance,GFI,25810923.0,0.0,29400221514.0,6593.0,,-1.01,-10.59,0
2035,COTCoTrader,COT,25764102.0,0.0,1669200000000.0,7929.0,0.45,-0.69,-0.17,0
2036,WATCHyieldwatch,WATCH,25661446.0,1.0,1642120902.0,14188.0,0.05,-0.59,-0.64,0
2037,RFRRefereum,RFR,25635907.0,0.0,417231571146.0,223756.0,-0.03,-2.46,-2.38,0
2038,AKIAki Network,AKI,25466734.0,0.0,10197319485.0,6153589.0,-0.36,0.87,-41.22,0
2039,CRXCryptEx,CRX,25434018.0,300.0,7094100.0,3.0,0.0,-0.52,-0.22,0
2040,REGENTREGENT COIN,REGENT,25409314.0,18.0,115117880.0,21491701.0,-1.25,5.86,1.32,0
2041,PERIPERI Finance,PERI,24701072.0,3.0,712755911.0,1574056.0,-0.12,-6.92,-25.36,0
2042,ACKAcknoLedger,ACK,24565366.0,0.0,8788066421.0,340767.0,0.07,-9.15,-6.02,0
2043,404A404Aliens,404A,24561193.0,2456.0,834600.0,60091.0,0.0,11.88,-1.67,0
2044,KLOKalao,KLO,24410381.0,0.0,15854879258.0,7347401.0,-0.3,-5.65,2.21,0
2045,ZAIZAIBOT,ZAI,24207656.0,5.0,437754961.0,29565288.0,0.35,-1.74,-4.78,0
2046,MTCMoonft,MTC,24013445.0,73.0,27541717.0,16810513.0,0.39,-2.11,0.21,0
2047,RUFFRuff,RUFF,23881745.0,0.0,81832530000.0,2551205.0,,0.11,-0.73,0
2048,SALDSalad,SALD,23792360.0,0.0,6310473112.0,48826353.0,0.24,-10.17,-26.58,0
2049,MSUMetaSoccer,MSU,23596813.0,0.0,9704649930.0,1682637.0,-11.05,-9.92,156.28,0
2050,WZRDWizardia,WZRD,23366213.0,0.0,10591892409.0,4251285.0,-0.06,4.52,-22.32,0
2051,LFWLinked Finance World,LFW,23354528.0,1.0,2671822340.0,3889653.0,0.05,0.57,-0.14,0
2052,XLDXcelPay,XLD,23070264.0,0.0,4832245032.0,5995015.0,0.16,-0.24,-1.12,0
2053,COCorite,CO,22984634.0,0.0,10198777948.0,363635.0,-0.22,-3.46,-19.84,0
2054,CINUCheems Inu (new),CINU,22695612.0,0.0,477697682980.0,334.0,0.0,-4.38,-31.34,0
2055,MISTMist,MIST,22575429.0,0.0,4703562564.0,2080574.0,0.13,-1.0,-3.88,0
2056,INGInfinity Games,ING,22667819.0,0.0,394348500000.0,17836153.0,-2.14,-8.92,-0.99,0
2057,DCNDentacoin,DCN,22551977.0,,49083268078189.0,,0.0,-0.02,-19.36,0
2058,KINGKING,KING,22538123.0,0.0,773674200000.0,8950584.0,-0.2,0.57,-0.8,0
2059,NUXPeanut,NUX,22476529.0,0.0,4173000000.0,15507786.0,0.37,-0.54,0.24,0
2060,SATTSaTT,SATT,22449822.0,0.0,270819202186.0,668.0,,-3.52,-2.46,0
2061,OJAOjamu,OJA,22356013.0,0.0,8345672837.0,110418.0,0.0,-1.39,8.91,0
2062,TROLLTrollcoin,TROLL,22336650.0,0.0,49475934702.0,167.0,0.71,-9.81,-13.61,1
2063,MATMy Master War,MAT,22176991.0,0.0,5799230702.0,10261824.0,-2.72,-4.9,-0.96,0
2064,LTRBTLittle Rabbit v2,LTRBT,22195937.0,,2.7886645085230572e+16,26707.0,0.34,-4.35,-12.7,0
2065,PLSPADPulsePad,PLSPAD,22125163.0,0.0,13830813681.0,1010283.0,-1.18,1.19,-3.01,0
2066,FANXFrontFanz,FANX,21999639.0,0.0,8153756650.0,266070.0,0.56,-2.02,0.78,0
2067,SCCStakeCubeCoin,SCC,21882711.0,2.0,1200240847.0,47405.0,-0.88,-2.08,6.45,1
2068,NEWSPUBLISH,NEWS,21863933.0,0.0,169701962916.0,2517905.0,,-0.8,0.68,0
2069,FRTSFruits,FRTS,21863933.0,0.0,1758238929353.0,5687966.0,-2.11,1.45,15.12,0
2070,XX,X,21853333.0,,78280984933619.0,646898.0,1.32,-1.37,-10.77,0
2071,KANGALKangal,KANGAL,21805594.0,0.0,8346000000000.0,92056.0,0.35,-9.38,-1.69,0
2072,WNDRWonderman Nation,WNDR,21768454.0,2.0,1186425213.0,1007028.0,0.0,-4.93,1.31,0
2073,HUSHHush,HUSH,21725139.0,2.0,1000847980.0,,0.9,0.41,0.44,1
2074,SWRVSwerve,SWRV,21717043.0,1.0,1530679602.0,522627.0,0.04,1.24,-4.03,0
2075,XPNETXP NETWORK,XPNET,21559888.0,0.0,11005936300.0,13222985.0,0.33,0.1,-1.41,0
2076,LNRLunar,LNR,21466496.0,0.0,6161932506.0,5653163.0,-0.02,-0.71,-1.26,0
2077,DXGMDEXGame,DXGM,21464076.0,0.0,52826809218.0,349030.0,-2.74,-4.24,-6.68,0
2078,BLKCBlackHat,BLKC,21355661.0,2.0,901233212.0,860222.0,-3.87,-8.13,-5.6,0
2079,HELMETHelmet.insure,HELMET,21335464.0,0.0,3607023354.0,1168.0,0.0,0.42,0.46,0
2080,HANDYHandy,HANDY,21288643.0,0.0,78950833552.0,9264.0,0.0,-0.54,0.56,0
2081,BRKLBrokoli Network,BRKL,21213028.0,0.0,4462825032.0,208483.0,0.0,0.81,-6.4,0
2082,BANKFloat Protocol (Bank),BANK,21157444.0,71.0,24848629.0,155236.0,0.14,0.6,5.35,0
2083,GOBGoons of Balatroon,GOB,21031503.0,0.0,16056077448.0,172178.0,-0.63,5.31,2.06,0
2084,EUNOEUNO,EUNO,20784878.0,0.0,596036425040.0,,0.39,-2.1,-43.34,1
2085,SILVASilva Token,SILVA,20697412.0,,1.3937490595417518e+17,167.0,0.0,-1.44,-0.43,0
2086,BLINKBLink,BLINK,20528656.0,0.0,15385611052.0,15.0,-1.24,-1.35,-1.15,0
2087,SPELLFIRESpellfire,SPELLFIRE,20386941.0,0.0,33062178407.0,9227838.0,0.0,0.71,12.55,0
2088,BALPHAbAlpha,BALPHA,20385105.0,1133.0,1502280.0,13604.0,0.0,-1.38,-0.11,0
2089,EXGOEXGOLAND,EXGO,20027395.0,2.0,928469799.0,6259.0,9.76,11.74,22.29,0
2090,DDIMDuckDaoDime,DDIM,20019467.0,19.0,86614204.0,,0.12,-0.88,0.11,0
2091,TXLAutobahn Network,TXL,19902372.0,0.0,5597728384.0,11100.0,0.0,0.6,-4.12,0
2092,RPZXRapidz,RPZX,19828844.0,0.0,154205855497.0,,0.44,-2.01,-0.18,0
2093,DDOSdisBalancer,DDOS,19792038.0,3.0,567180473.0,1137643.0,0.05,-0.11,0.14,0
2094,erowanSifChain,erowan,19776682.0,0.0,1980150278928.0,29461.0,,99.96,149.73,0
2095,ZLWZelwin,ZLW,19419890.0,0.0,6036814866.0,27173992.0,-0.88,-0.19,-6.72,0
2096,PLAYHEROcoin,PLAY,19349867.0,0.0,14774393662.0,734365.0,0.54,-3.77,8.49,0
2097,CARBONCarbon,CARBON,19529807.0,1.0,2936850404.0,18122588.0,-13.12,57.21,51.01,0
2098,BINBinemon,BIN,19256893.0,0.0,34784354141.0,3949327.0,1.6,-1.99,-7.56,0
2099,FXDXFXDX,FXDX,19039396.0,0.0,3204120121.0,4105898.0,0.0,7.56,-13.36,0
2100,NBSNew BitShares,NBS,18999168.0,0.0,217636184938.0,4431643.0,-0.39,16.05,32.25,0
2101,IOIIOI Token,IOI,18713902.0,2.0,948405639.0,1296050.0,-3.5,-5.67,10.83,0
2102,CTTCryptoTycoon,CTT,18706557.0,24.0,64145269.0,1158174.0,0.03,-0.26,-5.22,0
2103,PACOCAPacoca,PACOCA,18689365.0,0.0,27632184426.0,18778.0,0.0,-0.25,-0.62,0
2104,ESDEmpty Set Dollar,ESD,18540472.0,0.0,37224173622.0,,0.13,-0.22,-0.12,0
2105,PTFPowerTrade Fuel,PTF,18460350.0,1.0,1945584968.0,11507298.0,0.75,-0.02,6.38,0
2106,STEPStepÂ®,STEP,18417369.0,0.0,81916484334.0,8096.0,0.0,-0.22,-0.35,0
2107,MPH88mph,MPH,18106146.0,39.0,38832185.0,1580899.0,-0.08,-0.81,-4.75,0
2108,LIFELife Crypto,LIFE,18068172.0,0.0,219599498979.0,4243607.0,-0.01,-1.92,-16.05,0
2109,BANANAApeSwap,BANANA,17961009.0,0.0,17020993311.0,45653.0,0.17,-0.12,11.5,0
2110,RVCRavencoin Classic,RVC,17935053.0,0.0,1169672100868.0,4090.0,-0.01,-3.21,-3.32,0
2111,ALAAlanyaspor Fan Token,ALA,17931464.0,16.0,92153194.0,443173.0,-9.0,-1.28,-6.56,0
2112,MEGALANDMetagalaxy Land,MEGALAND,17861942.0,0.0,83460000000.0,5047244.0,0.28,-0.26,-0.76,0
2113,DRCDigital Reserve Currency,DRC,17830895.0,0.0,83460000000.0,16942.0,0.22,-0.39,0.13,0
2114,AGATAAgatech,AGATA,17692185.0,2.0,660328176.0,495502.0,0.74,8.12,-2.7,0
2115,DTXDatabroker,DTX,17488876.0,0.0,7032447180.0,8513.0,,14.73,-36.06,0
2116,CORCoreto,COR,17393899.0,0.0,19052538740.0,2754.0,,-18.82,-9.0,0
2117,TITANTitanSwap,TITAN,17362267.0,0.0,7729657832.0,295782.0,-0.05,5.96,66.05,0
2118,JETJetcoin,JET,17238496.0,0.0,6073219366.0,6593.0,,-0.02,-0.11,0
2119,PlanetWatch,,,,,,,,,
2120,AGA Token,,,,,,,,,
2121,Crabada,,,,,,,,,
2122,OnGO,,,,,,,,,
2123,x42 Protocol,,,,,,,,,
2124,"Duckies, the canary network for Yellow",,,,,,,,,
2125,Lanceria,,,,,,,,,
2126,PearDAO,,,,,,,,,
2127,ShredN,,,,,,,,,
2128,Evadore,,,,,,,,,
2129,CyberVein,,,,,,,,,
2130,Dexsport,,,,,,,,,
2131,Propel,,,,,,,,,
2132,Club Atletico Independiente,,,,,,,,,
2133,Golos Blockchain,,,,,,,,,
2134,Xeno Token,,,,,,,,,
2135,NFTrade,,,,,,,,,
2136,DEXA COIN,,,,,,,,,
2137,KARTDragon Kart,KART,15811330.0,0.0,3471941091.0,,,-0.04,-0.12,0
2138,TULIPTulip Protocol,TULIP,15710427.0,19.0,68037093.0,1162180.0,0.76,0.17,-28.72,0
2139,KATKarat,KAT,15562953.0,0.0,21327251222.0,237277.0,2.54,-0.43,-12.02,0
2140,AZYAmazy,AZY,15542255.0,0.0,3415510447.0,27387900.0,0.25,-1.85,-10.33,0
2141,DFADeFine,DFA,15453036.0,0.0,21493364832.0,2117964.0,-0.14,0.42,-16.38,0
2142,IGGIG Gold,IGG,15371579.0,0.0,739166970866.0,250.0,0.0,-0.08,-2.52,0
2143,STVSint-Truidense Voetbalvereniging Fan Token,STV,15272596.0,29.0,43765005.0,501.0,2.18,0.52,-1.27,0
2144,SWPKava Swap,SWP,15238461.0,0.0,2825468694.0,11529916.0,0.19,0.73,-4.53,0
2145,TRAXXTraxx,TRAXX,15231867.0,0.0,3742811606.0,13713897.0,-0.22,-1.04,1.52,0
2146,HNTRHunter Token / Digital Arms,HNTR,15204576.0,0.0,12743129076.0,4231839.0,0.18,3.45,6.37,0
2147,SWINGBYSwingby,SWINGBY,15190888.0,0.0,72610200000.0,894274.0,-0.14,0.93,-10.46,0
2148,GCGrabCoinClub,GC,14854712.0,0.0,116104232927.0,5383838.0,-0.03,-8.15,14.57,0
2149,EMEminer,EM,14822913.0,0.0,121392578263.0,,0.0,-0.03,52.74,0
2150,ECOOrmeus Ecosystem,ECO,14755895.0,0.0,186153618731.0,3438886.0,-1.34,-91.44,-80.89,0
2151,MOTAMotaCoin,MOTA,14750637.0,0.0,4737398918.0,,0.37,-2.09,0.17,1
2152,PCNTPlaycent,PCNT,14662503.0,0.0,3058411397.0,1987099.0,-0.21,-0.19,8.1,0
2153,HBXHashBX,HBX,14537063.0,0.0,52519789172.0,3672.0,0.0,-0.89,-3.5,0
2154,PKRPOLKER,PKR,14452935.0,0.0,16161146327.0,823667.0,-0.76,-6.57,-36.9,0
2155,DBZDragonball Z Tribute,DBZ,14304126.0,,57929444829330.0,75554502.0,-0.27,-14.43,8.03,0
2156,KDGKingdomStarter,KDG,14256637.0,0.0,44317332527.0,29044.0,0.0,-0.51,-3.17,0
2157,SLRSSolrise Finance,SLRS,14128192.0,0.0,12698606254.0,1200322.0,-2.03,-2.13,17.02,0
2158,LINKALINKA,LINKA,14069103.0,0.0,57933760669.0,1063447.0,0.36,-11.2,-60.95,0
2159,TIDALTidal Finance,TIDAL,13984725.0,0.0,72211781072.0,3986467.0,0.13,-1.24,-6.26,0
2160,JRTJarvis Network,JRT,13900346.0,0.0,2420830745.0,12102.0,0.45,-0.69,-5.72,0
2161,ZUMZUM TOKEN,ZUM,13837918.0,0.0,2893522123580.0,,0.0,0.0,20.24,0
2162,TEMTemDAO,TEM,13804451.0,0.0,2262206882541.0,,-0.01,-0.02,-0.09,0
2163,METAQMetaQ,METAQ,13665907.0,5.0,215141769.0,388840.0,1.93,0.92,1.26,0
2164,UPXuPlexa,UPX,13664238.0,0.0,219439446819.0,,0.36,-2.09,0.16,0
2165,SDTStake DAO,SDT,13655308.0,19.0,59140090.0,1597091.0,-0.24,2.39,6.23,0
2166,C20CRYPTO20,C20,13618001.0,0.0,3369345966.0,,0.45,-0.69,-72.95,0
2167,GIOGraviocoin,GIO,13591795.0,0.0,6019846363.0,12602.0,0.23,-49.28,-39.48,1
2168,ROCKIROCKI,ROCKI,13585201.0,2.0,672457000.0,2206515.0,-0.98,-2.17,1.36,0
2169,ALLAlliance Fan Token,ALL,13562417.0,9.0,126791097.0,668.0,2.18,0.52,3.22,0
2170,CLSColdstack,CLS,13424458.0,9.0,125605213.0,6537672.0,-0.73,1.71,-2.8,0
2171,DZGDinamo Zagreb Fan Token,DZG,13401423.0,15.0,73913678.0,9932.0,17.97,8.22,26.09,0
2172,SOULCryptoSoul,SOUL,13346923.0,0.0,26701135296.0,,0.32,-1.83,0.19,0
2173,IDRXIDRX,IDRX,13280906.0,0.0,221637288969.0,,,-0.04,-3.33,0
2174,RAZERaze Network,RAZE,13193190.0,0.0,9905943349.0,2630993.0,-1.79,-6.67,-11.92,0
2175,HIMFERShiMFERS,HIMFERS,13185261.0,0.0,17986464600.0,389174.0,-1.22,-9.52,-28.66,0
2176,IDVIdavoll DAO,IDV,13163311.0,0.0,77140268420.0,1149912.0,0.1,-0.25,0.82,0
2177,NEBLNeblio,NEBL,13049305.0,1.0,1747600989.0,2970425.0,-0.36,8.36,22.03,0
2178,CNSCentric Swap,CNS,13028523.0,0.0,8279153197068.0,13589124.0,-1.77,-5.54,-16.37,0
2179,ORIONOrion Money,ORION,12993720.0,0.0,7928756169.0,1165853.0,-0.09,-0.64,5.99,0
2180,ROUSHRoush Fenway Racing Fan Token,ROUSH,12946566.0,13.0,80498839.0,1836.0,8.85,4.47,-9.82,0
2181,KSNKISSAN,KSN,12940807.0,2.0,556833686.0,167838.0,3.14,-0.85,-2.7,0
2182,MRXMetrix Coin,MRX,12867362.0,0.0,1379520998844.0,4.0,-0.69,-3.13,-33.27,0
2183,CZGOATCZ THE GOAT,CZGOAT,12835564.0,0.0,68771040000.0,196882.0,7.57,9.34,7.15,0
2184,ASPOASPO World,ASPO,12798007.0,0.0,6671530836.0,4090.0,0.0,-0.24,-0.26,0
2185,HIUNDEADhiUNDEAD,HIUNDEAD,12778310.0,0.0,63496785300.0,7437872.0,-1.18,10.08,55.82,0
2186,TFBXTrueFeedBack,TFBX,12552050.0,0.0,305582964492.0,2154937.0,0.05,0.0,-1.0,0
2187,FCLFractal ID,FCL,12366268.0,1.0,1385041318.0,11434.0,0.58,-0.3,0.9,0
2188,ACNAcorn Protocol,ACN,12307429.0,0.0,390777528027.0,57337.0,-2.23,2.54,-8.58,0
2189,CNTRCentaur,CNTR,12154864.0,0.0,411329132472.0,1586.0,-0.63,0.61,-2.44,0
2190,LEVLevante U.D. Fan Token,LEV,12133582.0,12.0,84179926.0,7762.0,2.18,-0.52,-0.32,0
2191,HUSLThe HUSL,HUSL,12037436.0,1.0,866304701.0,618105.0,2.96,4.62,2.46,0
2192,SAKESakeToken,SAKE,12004636.0,0.0,8501431898.0,676193.0,0.21,-0.68,5.1,0
2193,LKRLokr,LKR,11888209.0,0.0,2138935665.0,25037165.0,2.28,0.95,-2.84,0
2194,REAPReapChain,REAP,11862671.0,0.0,116426700000.0,688295.0,-0.33,-1.88,-11.61,0
2195,KOKKOK,KOK,11892800.0,0.0,8958047400.0,10409799.0,76.13,75.2,12.41,0
2196,INXTInternxt,INXT,11867344.0,11.0,93416277.0,29141394.0,-0.6,-7.53,-9.98,0
2197,HGETHedget,HGET,11841221.0,7.0,146175850.0,12558977.0,0.02,5.13,5.85,0
2198,RUSHRUSH COIN,RUSH,11753004.0,0.0,132221490561.0,4.0,,12.28,0.75,0
2199,POLISPolis,POLIS,11752336.0,1.0,820569623.0,,0.37,-2.09,0.16,0
2200,GMATGoWithMi,GMAT,11750500.0,0.0,227307483000.0,2019231.0,-0.08,-0.37,-2.39,0
2201,TRRTerran Coin,TRR,11713528.0,0.0,1974109342.0,316063.0,0.72,-13.65,-15.43,0
2202,NAXNextDAO,NAX,11614544.0,0.0,218568915119.0,1441772.0,-0.12,0.64,-4.69,0
2203,OBXOpenBlox,OBX,11548110.0,0.0,216523059972.0,1389609.0,0.11,-21.48,10.49,0
2204,COOKCook Finance,COOK,11533004.0,0.0,72913221143.0,70524.0,0.34,-3.77,-10.77,0
2205,MAKIMakiSwap,MAKI,11498368.0,0.0,5756379584.0,,,-0.02,-0.1,0
2206,DINODinoSwap,DINO,11494278.0,0.0,12975630275.0,2086.0,0.0,-0.5,-3.95,0
2207,SHARESeigniorage Shares,SHARE,11389786.0,1.0,1747041640.0,27041.0,10.52,-0.22,6.46,0
2208,KTONDarwinia Commitment Token,KTON,11342798.0,221.0,4282666.0,1150162.0,-0.56,0.45,-16.15,0
2209,MYRAMytheria,MYRA,11305241.0,1.0,1577279660.0,18844767.0,1.68,5.05,8.18,0
2210,TRLTriall,TRL,11290052.0,0.0,3535817536.0,12602.0,0.0,0.0,17.67,0
2211,NRVNerve Finance,NRV,11246652.0,0.0,3859004368.0,2060210.0,-0.01,-0.13,-4.63,0
2212,MUDOL2Hero Blaze: Three Kingdoms,MUDOL2,11212100.0,1.0,1815117541.0,8931555.0,-0.21,-7.3,-13.4,0
2213,8PAY8PAY,8PAY,11018973.0,0.0,5008507628.0,250.0,0.0,-1.88,2.72,0
2214,NYZONyzo,NYZO,10965559.0,1.0,994814072.0,1719443.0,-0.1,-4.33,-0.97,0
2215,BACBasis Cash,BAC,10898958.0,0.0,4554841602.0,967969.0,0.18,-1.66,1.44,0
2216,TIKChronoBase,TIK,10808070.0,27.0,33427566.0,,0.14,-0.83,0.09,0
2217,CRPCropperFinance,CRP,10774603.0,0.0,2347813260.0,1988852.0,0.27,-10.55,-10.39,0
2218,BPBeyond Protocol,BP,10630718.0,0.0,13775884482.0,1133136.0,0.09,1.62,4.46,0
2219,DAVISDavis Cup Fan Token,DAVIS,10615361.0,19.0,45579509.0,13604.0,2.18,14.3,24.97,0
2220,POLIPolinate,POLI,10603510.0,0.0,12877404782.0,570366.0,0.09,1.84,4.6,0
2221,ATPAtlas Protocol,ATP,10592409.0,0.0,214998527032.0,3217884.0,-0.67,-23.37,10.79,0
2222,IQTIQ Protocol,IQT,10537409.0,1.0,923229262.0,9662915.0,0.65,2.77,-44.49,0
2223,DONADONASWAP,DONA,10500353.0,0.0,3336372831964.0,58923.0,,-4.24,-4.32,0
2224,YF-DAIYFDAI.FINANCE,YF-DAI,10493175.0,2632.0,332672.0,1173531.0,-1.82,-4.24,1.8,0
2225,XCASHX-CASH,XCASH,10466385.0,0.0,5242988799542.0,83.0,,41.59,41.53,0
2226,MHUNTMetaShooter,MHUNT,10416309.0,0.0,2692434039.0,2268944.0,-0.17,2.38,-11.83,0
2227,PWARPolkaWar,PWAR,10310648.0,0.0,6912338141.0,1754413.0,-0.16,2.55,-15.6,0
2228,FORFortuna Sittard Fan Token,FOR,10261824.0,17.0,49731143.0,417.0,2.18,-0.21,12.66,0
2229,HIBEANZhiBEANZ,HIBEANZ,10256483.0,0.0,13831575420.0,5120438.0,0.14,-0.72,-1.1,0
2230,PPAYPlasma Finance,PPAY,10232196.0,0.0,10275285981.0,13354.0,0.0,-1.72,6.6,0
2231,GOFGolff,GOF,10195724.0,1.0,834544749.0,401276.0,0.01,-6.57,-1.96,0
2232,AXISAxis DeFi,AXIS,10180034.0,5.0,173964107.0,1763343.0,-0.06,-1.85,-7.67,0
2233,UCHUniversidad de Chile Fan Token,UCH,10156665.0,9.0,97015907.0,51495.0,2.18,-0.91,-6.91,0
2234,IFImpossible Finance,IF,10078797.0,2.0,500815167.0,21366.0,0.0,-5.38,-7.21,0
2235,Sentinel Chain,,,,,,,,,
2236,Pascal,,,,,,,,,
2237,SnowSwap,,,,,,,,,
2238,FYDFYDcoin,FYD,9900109.0,0.0,52999210370.0,,0.36,193.72,-14.16,1
2239,SBABESNOOPYBABE,SBABE,9826747.0,0.0,834600000000.0,260562.0,1.98,-4.95,-0.01,0
2240,FINDeFiner,FIN,9821573.0,0.0,14021280000.0,12756026.0,-0.14,0.11,1.65,0
2241,FINERefinable,FINE,9748796.0,0.0,3426853662.0,1269677.0,-0.31,-2.12,-2.78,0
2242,MAGEMAGE,MAGE,9690874.0,0.0,1027373272333.0,12936.0,0.0,9.68,15.36,0
2243,FINADefina Finance,FINA,9667589.0,0.0,5660245098.0,2223875.0,0.01,-0.02,-1.28,0
2244,MOMAMochi Market,MOMA,9666671.0,0.0,3280978018.0,851626.0,0.16,-1.42,4.23,0
2245,HTMLHTMLCOIN,HTML,9657324.0,0.0,4428999548750.0,102238.0,3.77,-31.44,-52.64,1
2246,GARDHashgard,GARD,9524872.0,0.0,834600000000.0,1346293.0,0.0,-1.78,-5.89,0
2247,APRILApril,APRIL,9498165.0,0.0,7032802219.0,51829.0,0.0,-3.55,-4.85,0
2248,FXFFinxflo,FXF,9439326.0,0.0,7544745108.0,1405049.0,0.02,-1.03,-2.73,0
2249,RITORitocoin,RITO,9444334.0,0.0,151670788043.0,501.0,0.36,-2.09,0.16,0
2250,ZYBZyberswap,ZYB,9417042.0,2.0,469255102.0,3160714.0,-0.04,-2.19,0.71,0
2251,RVMRealvirm,RVM,9355783.0,104.0,7511400.0,14132616.0,0.42,-2.11,0.24,0
2252,GDAOGovernor DAO,GDAO,9339174.0,3.0,242826286.0,1645581.0,-0.55,-4.05,-1.19,0
2253,MEMEMINTMEME MINT,MEMEMINT,9288013.0,0.0,22265368162.0,,0.0,0.0,-8.4,0
2254,ARESAres Protocol,ARES,9280084.0,0.0,19294217868.0,2268777.0,-0.11,-0.49,-7.21,0
2255,SWOPSwop,SWOP,9203635.0,2.0,310435396.0,1608274.0,0.1,2.37,11.29,0
2256,HIFLUFhiFLUF,HIFLUF,9068931.0,0.0,10746559980.0,229432.0,3.68,16.83,-3.21,0
2257,ADADreward,AD,9056412.0,0.0,715391300612.0,924236.0,1.26,4.67,-33.63,0
2258,GEMGemie,GEM,8969697.0,0.0,9815775001.0,10607182.0,0.33,13.9,-5.78,0
2259,GSGenesis Shards,GS,8924712.0,1.0,1004106258.0,,0.11,-0.79,1.22,0
2260,TKBTokenBot,TKB,8850683.0,0.0,49153418388.0,21783.0,0.0,-3.2,-11.8,0
2261,VDRVodra,VDR,8849347.0,0.0,11946801245.0,1021300.0,6.31,6.17,6.81,0
2262,XORSORA,XOR,8817799.0,0.0,631478281652.0,17764461.0,-3.69,-8.53,-32.25,0
2263,CAIRCrypto-AI-Robo.com,CAIR,8815546.0,0.0,71661503420.0,264652.0,-2.03,6.59,35.06,0
2264,TELOSTeloscoin,TELOS,8699703.0,0.0,13971189061.0,,0.36,-2.09,0.16,1
2265,APYSAPYSwap,APYS,8639028.0,0.0,1518223865.0,1187552.0,0.09,1.84,-6.39,0
2266,GCOINGalaxy Fight Club,GCOIN,8614491.0,1.0,1200527282.0,1225443.0,0.3,-0.69,-12.06,0
2267,KEYFIKeyFi,KEYFI,8570758.0,3.0,224376284.0,250.0,0.0,-0.32,-2.7,0
2268,APLApollon Limassol,APL,8569256.0,21.0,33718675.0,501.0,-2.76,-4.33,29.13,0
2269,ALNAluna.Social,ALN,8546387.0,0.0,3147849636.0,1549852.0,0.01,-1.34,-13.33,0
2270,DOWSShadows,DOWS,8514005.0,0.0,2211690000.0,,0.14,-0.99,0.13,0
2271,NEUNeutra Finance,NEU,8506911.0,11.0,65142867.0,,0.0,-0.89,1.73,0
2272,HOPEHOPE,HOPE,8251273.0,0.0,79800872734.0,28877.0,0.0,-1.23,4.26,0
2273,BUYBurency,BUY,8236417.0,0.0,16181076575.0,,0.0,0.0,-36.04,0
2274,Project TXA,,,,,,,,,
2275,404 Bakery,,,,,,,,,
2276,SONM (BEP-20),,,,,,,,,
2277,Apron Network,,,,,,,,,
2278,GeoDB,,,,,,,,,
2279,Elpis Battle,,,,,,,,,
2280,The Crypto Prophecies,,,,,,,,,
2281,Snowball,,,,,,,,,
2282,Gunstar Metaverse,,,,,,,,,
2283,Busy DAO,,,,,,,,,
2284,Bolivarcoin,,,,,,,,,
2285,Curate,,,,,,,,,
2286,ZENZO,,,,,,,,,
2287,XcelToken Plus,,,,,,,,,
2288,Argon,,,,,,,,,
2289,ShopNEXT,,,,,,,,,
2290,DHVDeHive,DHV,7050617.0,2.0,335457038.0,43232.0,-0.01,6.99,8.59,0
2291,LDOGELiteDoge,LDOGE,6973000.0,0.0,1370628609592.0,,1.24,-0.53,-2.63,0
2292,BOBBob's Repair,BOB,6910822.0,0.0,15326657663.0,217580.0,1.14,64.99,-75.56,0
2293,ORAOORAO Network,ORAO,6870177.0,0.0,3288129371.0,2057456.0,-0.09,0.06,14.92,0
2294,WOWWOWswap,WOW,6862582.0,7.0,83458915.0,9.0,0.0,-1.12,-6.9,0
2295,DLORDDORK LORD,DLORD,6827195.0,0.0,78389298565.0,40408494.0,0.87,-10.55,-49.34,0
2296,SEONSeedOn,SEON,6819016.0,0.0,21016395021.0,,0.0,0.0,1.42,0
2297,CRE8Creaticles,CRE8,6771861.0,0.0,6514272834.0,945435.0,0.12,-0.08,2.47,0
2298,BBANKblockbank,BBANK,6712688.0,0.0,17656962851.0,42231.0,-6.85,-44.3,-78.37,0
